variables,units,values,description
towerse.wind.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.windLoads_qdyn,N/m**2,"[  0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
  10.51759472  12.42120217  13.69069618  81.22896445  95.92390587
 105.72515582 105.72684738 105.72853885 105.73023024 113.28542889
 119.51604219 124.86063315 124.86163202 124.86263087 124.86362969
 129.56828734 133.78685213 137.62186375 137.62920297 137.63654094
 137.64387767 146.27667692 153.54409349 159.86134417 159.86591143
 159.87047828 159.87504471 165.48671557 170.55330955 175.18368538
 175.18710349 175.19052139 175.19393908 179.46555098 183.43750351
 187.15439714 187.15716973 187.15994219 187.16271453 190.65907198
 193.96343183 197.0985755  197.10092887 197.10328215 197.10563534
 200.09004322 202.93980045 205.66819174 205.67024839 205.67230497
 205.67436149 208.29248248 210.81035659 213.23644842 213.23828269
 213.24011691 213.24195108 215.58346847 217.84711382 220.03863416
 220.04029481 220.04195542 220.04361599 222.16797059 224.22988172
 226.23344226 226.23496314 226.23648399 226.2380048  228.18677971
 230.08423305 231.93339028 231.93479592 231.93620154 231.93760713
 233.65686155 235.33696512 236.97992258]",
towerse.wind.distLoads.windLoads_z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.wind.distLoads.windLoads_beta,deg,[0.],
towerse.wind.distLoads.waveLoads_Px,N/m,"[    0.             0.             0.          1818.14742973
  1821.38559962  1831.11913632  1847.40524317  1870.33966971
  1900.05734017  1936.73325829  1936.74934831  1936.76543949
  1936.78153181  2031.91190798  2158.02810404  2318.14225873
  2318.17793169  2318.21360616  2318.24928214  2516.25557316
  2757.00435806  3046.56765615  3046.63093918  3046.69422445
  3046.75751198  3392.71713193  3804.43301427  4293.64255402
  4293.74909372  4293.85563711  4293.96218418  4875.48097549
  5567.92905717  6395.07819116  6395.25903008  6395.43987558
  6395.62072766  7388.02211616  8584.76664216 10036.47337869
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.             0.             0.
     0.             0.        ]",
towerse.wind.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_qdyn,N/m**2,"[     0.              0.              0.         311498.54869554
 303131.12105389 294781.33606164 286449.24631309 278134.93961948
 269838.53924068 261560.20421103 261556.89651636 261553.58882462
 261550.28113579 245051.96203954 228628.6990574  212283.10666939
 212279.84487306 212276.58307997 212273.32129012 196008.70096073
 179828.93002322 163738.64914165 163735.43974167 163732.23034548
 163729.02095309 147733.6970116  131839.51202376 116053.60352768
 116050.45707077 116047.31061851 116044.1641709  100374.7259248
  84830.89303684  69423.06037414  69419.99255467  69416.92474111
  69413.85693345  54153.83338678  39054.72173961  24131.35174114
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.              0.              0.
      0.              0.        ]",
towerse.wind.distLoads.waveLoads_z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.wind.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.transition_piece_I,kg*m**2,[1250000. 1250000. 2500000.       0.       0.       0.],
towerse.gravity_foundation_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.suctionpile_depth,m,[45.],
towerse.pre.rna_F,N,[ 3742380.27670467    19509.56020613 -6929495.88895133],
towerse.pre.rna_M,N*m,[ -1142141.43976485 -12568049.87511732   9970272.72179574],
towerse.pre.z_soil,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.pre.k_soil,N/m,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",
towerse.tower.z,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.tower.E,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.tower.G,N/m**2,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.tower.d,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.          9.97533333  9.95066667  9.926       9.926       9.926
  9.926       9.765       9.604       9.443       9.443       9.443
  9.443       9.23966667  9.03633333  8.833       8.833       8.833
  8.833       8.60566667  8.37833333  8.151       8.151       8.151
  8.151       7.89733333  7.64366667  7.39        7.39        7.39
  7.39        7.22966667  7.06933333  6.909       6.909       6.909
  6.909       6.85533333  6.80166667  6.748       6.748       6.748
  6.748       6.68933333  6.63066667  6.572       6.572       6.572
  6.572       6.548       6.524       6.5       ]",
towerse.tower.t,m,"[0.055341  0.055341  0.055341  0.055341  0.055341  0.055341  0.055341
 0.055341  0.055341  0.054395  0.054395  0.054395  0.053449  0.053449
 0.053449  0.052479  0.052479  0.052479  0.051509  0.051509  0.051509
 0.050518  0.050518  0.050518  0.049527  0.049527  0.049527  0.048522
 0.048522  0.048522  0.047517  0.047517  0.047517  0.046517  0.046517
 0.046517  0.045517  0.045517  0.045517  0.044522  0.044522  0.044522
 0.043527  0.043527  0.043527  0.0428845 0.0428845 0.0428845 0.042242
 0.042242  0.042242  0.04165   0.04165   0.04165   0.041058  0.041058
 0.041058  0.040277  0.040277  0.040277  0.039496  0.039496  0.039496
 0.037976  0.037976  0.037976  0.036456  0.036456  0.036456  0.0351175
 0.0351175 0.0351175 0.033779  0.033779  0.033779  0.0329855 0.0329855
 0.0329855 0.032192  0.032192  0.032192  0.03145   0.03145   0.03145
 0.030708  0.030708  0.030708  0.0299045 0.0299045 0.0299045 0.029101
 0.029101  0.029101  0.028157  0.028157  0.028157  0.027213  0.027213
 0.027213  0.025611  0.025611  0.025611  0.024009  0.024009  0.024009
 0.0224175 0.0224175 0.0224175 0.020826  0.020826  0.020826  0.022412
 0.022412  0.022412  0.023998  0.023998  0.023998 ]",
towerse.tower.kidx,,[0. 1. 2. 3.],
towerse.tower.kx,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ky,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.kz,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ktx,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.kty,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.ktz,N/m,[1.e+30 1.e+30 1.e+30 1.e+30],
towerse.tower.midx,,[57.  0.],
towerse.tower.m,kg,[100000.      0.],
towerse.tower.mIxx,kg*m**2,[1250000.       0.],
towerse.tower.mIyy,kg*m**2,[1250000.       0.],
towerse.tower.mIzz,kg*m**2,[2500000.       0.],
towerse.tower.mIxy,kg*m**2,[0. 0.],
towerse.tower.mIxz,kg*m**2,[0. 0.],
towerse.tower.mIyz,kg*m**2,[0. 0.],
towerse.tower.mrhox,m,[0. 0.],
towerse.tower.mrhoy,m,[0. 0.],
towerse.tower.mrhoz,m,[0. 0.],
towerse.tower.plidx,,[117.],
towerse.tower.Fx,N,[3742380.27670467],
towerse.tower.Fy,N,[19509.56020613],
towerse.tower.Fz,N,[-6929495.88895133],
towerse.tower.Mxx,N*m,[-1142141.43976485],
towerse.tower.Myy,N*m,[-12568049.87511732],
towerse.tower.Mzz,N*m,[9970272.72179574],
towerse.tower.Px,N/m,"[    0.             0.             0.          1818.14742973
  1821.38559962  1831.11913632  1847.40524317  1870.33966971
  1900.05734017  1936.73325829  1936.74934831  1936.76543949
  1936.78153181  2031.91190798  2158.02810404  2318.14225873
  2318.17793169  2318.21360616  2318.24928214  2516.25557316
  2757.00435806  3046.56765615  3046.63093918  3046.69422445
  3046.75751198  3392.71713193  3804.43301427  4293.64255402
  4293.74909372  4293.85563711  4293.96218418  4875.48097549
  5567.92905717  6395.07819116  6395.25903008  6395.43987558
  6395.62072766  7388.02211616  8584.76664216 10036.47337869
    62.62420003    76.1670584     85.24860084   572.35337496
   673.80272327   741.4819448    741.49363623   741.50532707
   741.51701733   793.79379035   837.0141224    874.18620818
   874.1931648    874.20012125   874.20707752   907.01453262
   936.50797511   963.38679512   963.4382979    963.48979224
   963.54127813  1024.30088674  1075.74516175  1120.69910474
  1120.73168809  1120.76426861  1120.79684631  1157.93818376
  1191.11830804  1221.10375671  1221.1282238   1221.15268944
  1221.17715365  1230.38196007  1236.52518608  1240.02938765
  1240.04817543  1240.06696236  1240.08574845  1235.39414766
  1228.53790968  1219.76687892  1219.78163718  1219.7963949
  1219.81115208  1205.9018171   1190.41483129  1173.50413524
  1173.51589165  1173.52764769  1173.53940338  1151.50768356
  1128.25200763  1103.85893055  1103.86833349  1103.87773619
  1103.88713863  1092.17911799  1079.63224684  1066.29667736
  1066.30460602  1066.31253449  1066.32046277  1068.34736572
  1069.92620173  1071.08321914  1071.09030811  1071.09739693
  1071.10448561  1071.08735408  1070.68155204  1069.90717836
  1069.91355614  1069.91993379  1069.92631132  1073.91983692
  1077.68052171  1081.2193154 ]",
towerse.tower.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.tower.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]",
towerse.E_full,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
