variables,units,values,description
towerse.rho,kg/m**3,[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.],
towerse.unit_cost,USD/kg,[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7],
towerse.outfitting_factor,,[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07],
towerse.E,Pa,[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11],
towerse.G,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10]",
towerse.sigma_y,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08]",
towerse.Az,m**2,"[1.15493374 1.15493374 1.15493374 1.0331434  1.0331434  1.0331434
 0.91657579 0.91657579 0.91657579 0.81422333 0.81422333 0.81422333
 0.71888865 0.71888865 0.71888865 0.62385497 0.62385497 0.62385497
 0.52990118 0.52990118 0.52990118 0.44164592 0.44164592 0.44164592
 0.3683562  0.36610715 0.3638581  0.32938684 0.322578   0.31576915]",
towerse.Asx,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.Asy,m**2,"[0.70458592 0.70458592 0.70458592 0.62995654 0.62995654 0.62995654
 0.55860341 0.55860341 0.55860341 0.49601188 0.49601188 0.49601188
 0.43776185 0.43776185 0.43776185 0.37974298 0.37974298 0.37974298
 0.32242913 0.32242913 0.32242913 0.26863238 0.26863238 0.26863238
 0.22398973 0.22262415 0.22125856 0.20027579 0.19614158 0.19200736]",
towerse.Jz,m**4,"[10.18211138 10.18211138 10.18211138  9.12841091  9.12841091  9.12841091
  8.1154743   8.1154743   8.1154743   7.22249667  7.22249667  7.22249667
  6.38774646  6.38774646  6.38774646  5.55275245  5.55275245  5.55275245
  4.72442067  4.72442067  4.72442067  3.94376995  3.94376995  3.94376995
  3.27352747  3.21393234  3.15506492  2.78229247  2.61329505  2.45128338]",
towerse.Ixx,m**4,"[5.09105569 5.09105569 5.09105569 4.56420546 4.56420546 4.56420546
 4.05773715 4.05773715 4.05773715 3.61124833 3.61124833 3.61124833
 3.19387323 3.19387323 3.19387323 2.77637623 2.77637623 2.77637623
 2.36221034 2.36221034 2.36221034 1.97188498 1.97188498 1.97188498
 1.63676374 1.60696617 1.57753246 1.39114623 1.30664753 1.22564169]",
towerse.Iyy,m**4,"[5.09105569 5.09105569 5.09105569 4.56420546 4.56420546 4.56420546
 4.05773715 4.05773715 4.05773715 3.61124833 3.61124833 3.61124833
 3.19387323 3.19387323 3.19387323 2.77637623 2.77637623 2.77637623
 2.36221034 2.36221034 2.36221034 1.97188498 1.97188498 1.97188498
 1.63676374 1.60696617 1.57753246 1.39114623 1.30664753 1.22564169]",
towerse.d_full,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.t_full,m,"[0.06190994 0.06190994 0.06190994 0.05532001 0.05532001 0.05532001
 0.04902645 0.04902645 0.04902645 0.04351143 0.04351143 0.04351143
 0.03838378 0.03838378 0.03838378 0.03328114 0.03328114 0.03328114
 0.0282451  0.0282451  0.0282451  0.02352226 0.02352226 0.02352226
 0.01966602 0.01966602 0.01966602 0.01803766 0.01803766 0.01803766]",
towerse.cm.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.cm.outfitting_factor,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07]",
towerse.cm.material_cost_rate,USD/kg,"[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7]",
towerse.labor_cost_rate,USD/min,[0.98],
towerse.painting_cost_rate,USD/m**2,[30.],
towerse.tm.cylinder_mass,kg,"[44018.45177146 44018.45177146 44018.45177146 39376.60747334
 39376.60747334 39376.60747334 34933.81987221 34933.81987221
 34933.81987221 31032.8194607  31032.8194607  31032.8194607
 27399.29080134 27399.29080134 27399.29080134 23777.23416021
 23777.23416021 23777.23416021 20196.33567141 20196.33567141
 20196.33567141 16832.62769782 16832.62769782 16832.62769782
 14039.30721715 13953.58829056 13867.86936398 12554.05235009
 12294.54416071 12035.03597133]",
towerse.tm.cylinder_cost,USD,[2148240.64007701],
towerse.tm.cylinder_center_of_mass,m,[53.17313517],
towerse.tm.cylinder_section_center_of_mass,m,"[  2.28333333   6.85        11.41666667  15.98333333  20.55
  25.11666667  29.68333333  34.25        38.81666667  43.38333333
  47.95        52.51666667  57.08333333  61.65        66.21666667
  70.78333333  75.35        79.91666667  84.48333333  89.05
  93.61666667  98.18333333 102.75       107.31666667 111.8810098
 116.44766219 121.01431441 125.57546677 130.14196739 134.70846085]",
towerse.tm.cylinder_I_base,kg*m**2,"[3.33148093e+09 3.33148093e+09 6.98473441e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.transition_piece_height,m,[0.],
towerse.transition_piece_mass,kg,[0.],
towerse.transition_piece_cost,USD,[0.],
towerse.gravity_foundation_mass,kg,[0.],
towerse.rna_mass,kg,[440334.2922515],
towerse.rna_I,kg*m**2,"[ 2.87783436e+08  1.77087345e+08  1.76977669e+08 -1.97130081e+01
 -7.22913234e+06  4.75829101e+04]",
towerse.rna_cg,m,[-5.82069386 -0.07107092  2.07026586],
towerse.tower_mass,kg,[791445.95807925],
towerse.monopile_mass,kg,[0.],
towerse.tower_center_of_mass,m,[53.17313517],
towerse.tower_I_base,kg*m**2,"[3.33148093e+09 3.33148093e+09 6.98473441e+06 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",
towerse.wind.Uref,m/s,[18.59093054],
towerse.wind_reference_height,m,[140.],
towerse.wind.z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.z0,m,[0.],
towerse.shearExp,,[0.2],
towerse.wind.windLoads.U,m/s,"[ 0.          9.37552041 10.76964487 11.67937585 12.37107335 12.9356836
 13.41607982 13.83614139 14.2106316  14.54935985 14.85919847 15.14516191
 15.41102882 15.65972222 15.89355286 16.11438128 16.32372915 16.5228579
 16.71282572 16.89452959 17.06873684 17.23610942 17.39722257 17.55257958
 17.70262346 17.84774635 17.98829715 18.12458772 18.25689802 18.38548044
 18.51056327]",
towerse.wind.d,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.beta_wind,deg,[0.],
towerse.rho_air,kg/m**3,[1.225],
towerse.mu_air,kg/m/s,[1.81e-05],
towerse.cd_usr,,[-1.],
towerse.wind.distLoads.windLoads_Px,N/m,"[  0.         212.86394607 292.20066032 348.53470168 393.91458802
 432.56721523 466.53302683 497.04319095 524.88058874 550.57769143
 574.5150597  596.97524991 618.17449788 638.28241089 657.43476982
 675.74216638 693.29601456 710.1728467  726.43745477 742.1452332
 757.34395726 772.07515395 786.37517356 800.2760377  813.80611805
 822.13175203 829.98869059 837.40162493 832.68292762 827.2025814
 820.98206666]",
towerse.wind.distLoads.windLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.windLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.windLoads_qdyn,N/m**2,"[  0.          53.83898454  71.04096601  83.54978987  93.73911664
 102.49079498 110.24460868 117.25627033 123.68950596 129.65637161
 135.23741476 140.49275669 145.46863327 150.2014762  154.72057628
 159.04988656 163.2092816  167.21546028 171.08260802 174.82289208
 178.44683861 181.96362412 185.38130386 188.70699308 191.94701237
 195.10700555 198.19203606 201.20666641 204.15502437 207.04085823
 209.86758353]",
towerse.wind.distLoads.windLoads_z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.wind.distLoads.windLoads_beta,deg,[0.],
towerse.wind.distLoads.waveLoads_Px,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.transition_piece_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.gravity_foundation_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.suctionpile_depth,m,[0.],
towerse.pre.rna_F,N,[ 2221492.84685222    44288.12333476 -2370259.03627631],
towerse.pre.rna_M,N*m,[16241281.64945671  3851419.9347481   1774733.27001976],
towerse.pre.z_soil,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.pre.k_soil,N/m,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",
towerse.tower.z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.tower.E,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.tower.G,N/m**2,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.tower.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.tower.d,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.tower.t,m,"[0.06190994 0.06190994 0.06190994 0.05532001 0.05532001 0.05532001
 0.04902645 0.04902645 0.04902645 0.04351143 0.04351143 0.04351143
 0.03838378 0.03838378 0.03838378 0.03328114 0.03328114 0.03328114
 0.0282451  0.0282451  0.0282451  0.02352226 0.02352226 0.02352226
 0.01966602 0.01966602 0.01966602 0.01803766 0.01803766 0.01803766]",
towerse.tower.kidx,,[0.],
towerse.tower.kx,N/m,[1.e+30],
towerse.tower.ky,N/m,[1.e+30],
towerse.tower.kz,N/m,[1.e+30],
towerse.tower.ktx,N/m,[1.e+30],
towerse.tower.kty,N/m,[1.e+30],
towerse.tower.ktz,N/m,[1.e+30],
towerse.tower.midx,,[0. 0.],
towerse.tower.m,kg,[0. 0.],
towerse.tower.mIxx,kg*m**2,[0. 0.],
towerse.tower.mIyy,kg*m**2,[0. 0.],
towerse.tower.mIzz,kg*m**2,[0. 0.],
towerse.tower.mIxy,kg*m**2,[0. 0.],
towerse.tower.mIxz,kg*m**2,[0. 0.],
towerse.tower.mIyz,kg*m**2,[0. 0.],
towerse.tower.mrhox,m,[0. 0.],
towerse.tower.mrhoy,m,[0. 0.],
towerse.tower.mrhoz,m,[0. 0.],
towerse.tower.plidx,,[30.],
towerse.tower.Fx,N,[2221492.84685222],
towerse.tower.Fy,N,[44288.12333476],
towerse.tower.Fz,N,[-2370259.03627631],
towerse.tower.Mxx,N*m,[16241281.64945671],
towerse.tower.Myy,N*m,[3851419.9347481],
towerse.tower.Mzz,N*m,[1774733.27001976],
towerse.tower.Px,N/m,"[  0.         212.86394607 292.20066032 348.53470168 393.91458802
 432.56721523 466.53302683 497.04319095 524.88058874 550.57769143
 574.5150597  596.97524991 618.17449788 638.28241089 657.43476982
 675.74216638 693.29601456 710.1728467  726.43745477 742.1452332
 757.34395726 772.07515395 786.37517356 800.2760377  813.80611805
 822.13175203 829.98869059 837.40162493 832.68292762 827.2025814
 820.98206666]",
towerse.tower.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.tower.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.E_full,N/m**2,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.G_full,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.rho_full,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800.]",
towerse.sigma_y_full,N/m**2,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.post.tower_Fz,N,"[-9220278.22323902 -8816858.20960777 -8413438.19597651 -8052559.69137007
 -7691681.18676362 -7330802.68215717 -7010641.42258989 -6690480.16302261
 -6370318.90345531 -6085909.5051041  -5801500.10675286 -5517090.70840161
 -5265981.84660196 -5014872.98480226 -4763764.12300261 -4545850.664451
 -4327937.20589941 -4110023.74734784 -3924928.4760255  -3739833.2047032
 -3554737.93338088 -3400470.36841235 -3246202.80344382 -3091935.23847527
 -2963267.87343429 -2835386.09994792 -2708289.92894923 -2593234.62621784
 -2480557.66928228 -2370259.0362763 ]",
towerse.post.tower_Vx,N,"[2307206.55740147 2306338.91050099 2305151.86376819 2303633.81992588
 2302002.74134533 2300196.14560141 2298062.34160498 2295955.34517633
 2293716.36055782 2291130.60729268 2288652.45321802 2286064.84538269
 2283097.44878263 2280306.06206387 2277419.39245103 2274101.92461896
 2271035.04648888 2267882.78496875 2264252.50073188 2260937.10759369
 2257543.72183097 2253651.31246689 2250107.87484397 2246492.22064599
 2242428.77957306 2238695.45395597 2234917.86882244 2230941.6820365
 2227136.29897498 2223347.62836724]",
towerse.post.tower_Vy,N,"[44283.33957473 44273.33074454 44263.14183803 44255.98026516
 44245.45927474 44234.76367247 44230.55387582 44219.53651503
 44208.34943977 44206.56006747 44195.05852148 44183.39160062
 44184.53963954 44172.56570753 44160.43023111 44165.8530324
 44153.41838907 44140.82564719 44151.24678992 44138.36190782
 44125.32218565 44140.37061956 44127.04452042 44113.56688854
 44130.02147096 44117.09942392 44103.94005778 44107.39953701
 44095.93877274 44083.98539161]",
towerse.post.tower_Mxx,N*m,"[11061924.10579222 11261085.33873761 11458347.85585568 11653752.65508054
 11847306.87013644 12039168.68486823 12229378.40421025 12417910.5225999
 12604933.88992394 12790497.41906772 12974558.0539645  13157295.07134482
 13338758.27737384 13518874.13844615 13697831.90481985 13875668.27061683
 14052252.22521923 14227782.22181466 14402272.09868325 14575516.69018553
 14747722.77810864 14918876.36494367 15088696.58431265 15257397.7286849
 15424946.95562968 15591001.14286761 15755721.98813543 15919117.46920435
 16080969.3154026  16241287.96899179]",
towerse.post.tower_Myy,N*m,"[3.15635052e+08 3.05010178e+08 2.94340249e+08 2.83630280e+08
 2.72884476e+08 2.62110216e+08 2.51311613e+08 2.40491441e+08
 2.29656277e+08 2.18809907e+08 2.07954305e+08 1.97095354e+08
 1.86236425e+08 1.75378636e+08 1.64527218e+08 1.53685008e+08
 1.42852082e+08 1.32033068e+08 1.21230316e+08 1.10442998e+08
 9.96751962e+07 8.89289188e+07 7.82028561e+07 6.75005902e+07
 5.68240332e+07 4.61719635e+07 3.55471542e+07 2.49516499e+07
 1.43858024e+07 3.85142346e+06]",
towerse.post.tower_Mzz,N*m,"[1774919.77502206 1774911.95605017 1774904.13714717 1774915.54095286
 1774907.72201772 1774899.90315147 1774912.28395651 1774904.46505066
 1774896.64621369 1774908.38381038 1774900.56493925 1774892.74613699
 1774905.04125329 1774897.22241073 1774889.40363705 1774904.18035245
 1774896.36151774 1774888.54275192 1774906.87084333 1774899.05198507
 1774891.2331957  1774913.42129102 1774905.60237522 1774897.78352831
 1774921.14470347 1774914.43193689 1774907.6845801  1774917.30223174
 1774913.20310126 1774909.09578368]",
towerse.post.qdyn,N/m**2,"[  0.          53.83898454  71.04096601  83.54978987  93.73911664
 102.49079498 110.24460868 117.25627033 123.68950596 129.65637161
 135.23741476 140.49275669 145.46863327 150.2014762  154.72057628
 159.04988656 163.2092816  167.21546028 171.08260802 174.82289208
 178.44683861 181.96362412 185.38130386 188.70699308 191.94701237
 195.10700555 198.19203606 201.20666641 204.15502437 207.04085823
 209.86758353]",
towerse.life,,[0.],
tcons.rated_Omega,rpm,[7.97653893],rotor rotation speed at rated
tcons.tower_freq,Hz,[0.47210605],
tcons.blade_number,Unavailable,3,
tcons.tip_deflection,m,[16.61117261],
tcons.Rtip,m,[101.75970011],
tcons.ref_axis_blade,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.45896086e-02  0.00000000e+00  3.40550690e+00]
 [ 5.22230768e-02  0.00000000e+00  6.81101380e+00]
 [ 1.08141891e-01  0.00000000e+00  1.02165207e+01]
 [ 1.74250500e-01  0.00000000e+00  1.36220276e+01]
 [ 2.41136773e-01  0.00000000e+00  1.70275345e+01]
 [ 3.00085581e-01  0.00000000e+00  2.04330414e+01]
 [ 3.42651213e-01  0.00000000e+00  2.38385483e+01]
 [ 3.59821072e-01  0.00000000e+00  2.72440552e+01]
 [ 3.47586472e-01  0.00000000e+00  3.06495621e+01]
 [ 3.14508104e-01  0.00000000e+00  3.40550690e+01]
 [ 2.66858145e-01  0.00000000e+00  3.74605759e+01]
 [ 2.10870490e-01  0.00000000e+00  4.08660828e+01]
 [ 1.40477297e-01  0.00000000e+00  4.42715897e+01]
 [ 3.80470534e-02  0.00000000e+00  4.76770966e+01]
 [-9.07529186e-02  0.00000000e+00  5.10826035e+01]
 [-2.35123811e-01  0.00000000e+00  5.44881104e+01]
 [-3.94137332e-01  0.00000000e+00  5.78936173e+01]
 [-5.85777112e-01  0.00000000e+00  6.12991242e+01]
 [-8.05291806e-01  0.00000000e+00  6.47046311e+01]
 [-1.04252594e+00  0.00000000e+00  6.81101380e+01]
 [-1.29121723e+00  0.00000000e+00  7.15156449e+01]
 [-1.56372970e+00  0.00000000e+00  7.49211518e+01]
 [-1.85903588e+00  0.00000000e+00  7.83266587e+01]
 [-2.17067421e+00  0.00000000e+00  8.17321656e+01]
 [-2.49837779e+00  0.00000000e+00  8.51376725e+01]
 [-2.84335536e+00  0.00000000e+00  8.85431794e+01]
 [-3.20952152e+00  0.00000000e+00  9.19486863e+01]
 [-3.59684443e+00  0.00000000e+00  9.53541932e+01]
 [-4.00000000e+00  0.00000000e+00  9.87597001e+01]]",
tcons.precone,deg,[4.],
tcons.tilt,deg,[6.],
tcons.overhang,m,[7.],
tcons.ref_axis_tower,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]",
tcons.d_full,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",
tcons.max_allowable_td_ratio,,[1.4175],
tcons.rotor_orientation,Unavailable,upwind,
tcc.blade_mass,kg,[57528.50436228],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[404719.55186585],
tcc.hub_mass,kg,[14184.20358961],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[28179.23025566],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[4729.83387684],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[55318.39399947],
tcc.pitch_system_cost,USD,[622760.98865015],
tcc.spinner_cost,USD,[52501.15603294],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[404719.55186585],
tcc.hub_system_cost,USD,[730580.53868256],
tcc.hub_system_mass_tcc,kg,[47093.26772211],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[6363.14110216],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[1415.08884437],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[82129.02058406],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[767.07136849],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[8522.20094327],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[19195.74437204],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[25196.9710286],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[17553.84740396],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[900.35737702],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[5000.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[4196.35],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[6282.28006602],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[35233.3495082],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[11485.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[75721.37911571],
tcc.main_bearing_cost,USD,[6367.89979965],
tcc.gearbox_cost,USD,[1059464.36553435],
tcc.hss_cost,USD,[5216.08530576],
tcc.brake_cost,USD,[30896.38729972],
tcc.generator_cost,USD,[238027.23021334],
tcc.bedplate_cost,USD,[73071.21598294],
tcc.yaw_system_cost,USD,[145696.93345286],
tcc.converter_cost,USD,[78891.38],
tcc.hvac_cost,USD,[111644.31474996],
tcc.cover_cost,USD,[35808.99637629],
tcc.elec_cost,USD,[209250.],
tcc.controls_cost,USD,[105750.],
tcc.platforms_cost,USD,[602490.27659022],
tcc.transformer_cost,USD,[215918.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
