variables,units,values,description
drivese.hub_system_mass,kg,[74000.80064125],
drivese.nacelle_mass,kg,[673650.25125067],
drivese.hub_system_cm,m,[3.35471069],
drivese.nacelle_cm,m,[-4.52197003 -0.14028249  4.09565334],
drivese.hub_system_I,kg*m**2,"[1045723.69064532  657501.25320916  657501.25320916       0.
       0.               0.        ]",
drivese.nacelle_I_TT,kg*m**2,"[2.12235655e+07 3.59256985e+07 2.41383470e+07 7.86101609e+02
 1.49577098e+07 1.70976441e+05]",
drivese.s_lss,m,[0.3 0.8 1.3 2.3 3.3],
drivese.F_hub,N,"[[3534413.6551659 ]
 [  14827.63430514]
 [  36179.15385439]]",
drivese.M_hub,N*m,"[[67637361.86306703]
 [ 1058254.90270374]
 [ 9924816.57612734]]",
drivese.s_mb1,m,[1.3],
drivese.s_mb2,m,[0.3],
drivese.carrier_mass,kg,[0.],
drivese.carrier_I,kg*m**2,[0. 0. 0.],
drivese.lss_E,Pa,[2.05e+11],
drivese.lss_G,Pa,[8.e+10],
drivese.lss_Xy,Pa,[4.85e+08],
drivese.s_nose,m,[0.   0.15 0.3  0.8  1.3 ],
drivese.z_bedplate,m,"[0.         0.69080734 1.36755183 2.01645691 2.62431274 3.17874513
 3.66846744 4.08351033 4.41542472 4.6574538  4.80467056 4.85407807]",
drivese.x_bedplate_inner,m,"[-3.25       -3.26578822 -3.31283149 -3.39017215 -3.49623574 -3.62886314
 -3.78535443 -3.96252389 -4.15676487 -4.36412318 -4.5803776  -4.80112582]",
drivese.z_bedplate_inner,m,"[0.         0.53426101 1.05764601 1.55950039 2.02960784 2.45839832
 2.83714291 3.15813144 3.41482953 3.60201153 3.71586697 3.75407807]",
drivese.x_bedplate_outer,m,"[ 3.25        3.16805115  2.92387283  2.52243582  1.97191222  1.28350909
  0.47124034 -0.44835858 -1.45656728 -2.53286156 -3.65533115 -4.80112582]",
drivese.z_bedplate_outer,m,"[0.         0.84735366 1.67745764 2.47341342 3.21901764 3.89909194
 4.49979197 5.00888921 5.41601992 5.71289607 5.89347414 5.95407807]",
drivese.D_bedplate,m,"[6.5        6.44145295 6.26742749 5.98282291 5.59601088 5.1192772
 4.56979222 3.97173289 3.36092695 2.7945219  2.3659425  2.2       ]",
drivese.t_bedplate,m,[0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05],
drivese.mb1_max_defl_ang,rad,[0.00872665],
drivese.mb2_max_defl_ang,rad,[0.078],
drivese.s_stator,m,[0.15],
drivese.F_mb1,N,"[[ 3278009.03423777]
 [   14827.63430514]
 [-2403347.85966519]]",
drivese.F_mb2,N,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb1,N*m,"[[-0.]
 [-0.]
 [-0.]]",
drivese.M_mb2,N*m,"[[     -0.        ]
 [ 850996.57423834]
 [9895844.33244136]]",
drivese.other_mass,kg,[149109.77398749],
drivese.bedplate_E,Pa,[2.05e+11],
drivese.bedplate_G,Pa,[8.e+10],
drivese.bedplate_Xy,Pa,[4.85e+08],
drivese.lss_spring_constant,N*m/rad,[5.11409396e+10],
drivese.hss_spring_constant,N*m/rad,[0.],
drivese.damping_ratio,,[0.005],
towerse.tower_s,,"[0.00000000e+00 7.72881146e-05 1.00474549e-01 1.00551837e-01
 2.00949098e-01 2.01026386e-01 3.01423647e-01 3.01500935e-01
 4.01898196e-01 4.01975484e-01 5.02372745e-01 5.02450033e-01
 6.02847294e-01 6.02924582e-01 7.03321843e-01 7.03399131e-01
 8.03796392e-01 8.03873680e-01 9.04270941e-01 9.04348229e-01
 1.00000000e+00]",
towerse.tower_layer_thickness,m,"[[0.041058 0.039496 0.039496 0.036456 0.036456 0.033779 0.033779 0.032192
  0.032192 0.030708 0.030708 0.029101 0.029101 0.027213 0.027213 0.024009
  0.024009 0.020826 0.020826 0.023998 0.023998]]",
towerse.tower_height,m,[129.386],
towerse.tower_foundation_height,m,[15.],
towerse.tower_outer_diameter_in,m,"[10.    10.    10.    10.     9.926  9.926  9.443  9.443  8.833  8.833
  8.151  8.151  7.39   7.39   6.909  6.909  6.748  6.748  6.572  6.572
  6.5  ]",
towerse.tower_outfitting_factor,,[1.07],
towerse.monopile_s,,"[0.         0.5        0.50001111 0.55555556 0.55556667 0.61111111
 0.61112222 0.66666667 0.66667778 0.72222222 0.72223333 0.77777778
 0.77778889 0.83333333 0.83334444 0.88888889 0.8889     0.94444444
 0.94445556 1.        ]",
towerse.monopile_layer_thickness,m,"[[0.055341 0.055341 0.055341 0.055341 0.053449 0.053449 0.051509 0.051509
  0.049527 0.049527 0.047517 0.047517 0.045517 0.045517 0.043527 0.043527
  0.042242 0.042242 0.041058 0.041058]]",
towerse.monopile_foundation_height,m,[-75.],
towerse.monopile_height,m,[90.],
towerse.monopile_outer_diameter_in,m,"[10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10. 10.
 10. 10.]",
towerse.monopile_outfitting_factor,,[1.07],
towerse.water_depth,m,[30.],
towerse.E_mat,Pa,"[[3.440e+09 3.440e+09 3.440e+09]
 [2.000e+11 2.000e+11 2.000e+11]
 [2.050e+11 2.050e+11 2.050e+11]
 [1.180e+11 1.180e+11 1.180e+11]
 [4.460e+10 1.700e+10 1.670e+10]
 [1.145e+11 8.390e+09 8.390e+09]
 [1.110e+10 1.110e+10 1.670e+10]
 [2.870e+10 1.660e+10 1.670e+10]
 [1.292e+08 1.292e+08 1.292e+08]
 [1.000e+06 1.000e+06 1.000e+06]
 [4.560e+06 4.560e+06 4.560e+06]]",
towerse.G_mat,Pa,"[[1.32300000e+09 1.32300000e+09 1.32300000e+09]
 [7.93000000e+10 7.93000000e+10 7.93000000e+10]
 [8.00000000e+10 8.00000000e+10 8.00000000e+10]
 [4.76000000e+10 4.76000000e+10 4.76000000e+10]
 [3.27000000e+09 3.48000000e+09 3.50000000e+09]
 [5.99000000e+09 5.99000000e+09 5.99000000e+09]
 [1.35300000e+10 3.49000000e+09 3.49000000e+09]
 [8.40000000e+09 3.49000000e+09 3.49000000e+09]
 [4.89469697e+07 4.89469697e+07 4.89469697e+07]
 [3.12500000e+05 3.12500000e+05 3.12500000e+05]
 [1.52000000e+06 1.52000000e+06 1.52000000e+06]]",
towerse.sigma_y_mat,Pa,"[0.00e+00 3.45e+08 4.85e+08 2.65e+08 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 0.00e+00 0.00e+00 0.00e+00]",
towerse.sigma_ult_mat,Pa,"[[7.400e+01 7.400e+01 7.400e+01]
 [4.500e+08 4.500e+08 4.500e+08]
 [8.140e+08 8.140e+08 8.140e+08]
 [3.100e+08 3.100e+08 3.100e+08]
 [6.092e+08 3.810e+07 1.529e+07]
 [1.546e+09 0.000e+00 0.000e+00]
 [4.290e+07 4.260e+07 1.530e+07]
 [3.960e+08 7.640e+07 1.530e+07]
 [2.083e+06 2.083e+06 2.083e+06]
 [0.000e+00 0.000e+00 0.000e+00]
 [6.900e+05 6.900e+05 6.900e+05]]",
towerse.wohler_exp_mat,,[ 1.   3.   3.   3.  10.  16.1 10.  10.   1.   1.   1. ],
towerse.wohler_A_mat,,"[8.700e+01 4.500e+08 8.140e+08 3.100e+08 6.092e+08 1.546e+09 1.132e+08
 4.489e+08 2.083e+06 0.000e+00 6.900e+05]",
towerse.rho_mat,kg/m**3,[1235. 7800. 7850. 7200. 1940. 1220. 1940. 1940.  130. 1150. 1100.],
towerse.unit_cost_mat,USD/kg,[ 7.23  0.7   0.9   0.5   1.87 30.    3.    2.86 13.    3.63  9.  ],
towerse.tower_layer_materials,Unavailable,['steel'],
towerse.monopile_layer_materials,Unavailable,['steel'],
towerse.material_names,Unavailable,"['Gelcoat', 'steel', 'steel_drive', 'cast_iron', 'glass_uni', 'CarbonUD', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'adhesive']",
towerse.geometry.foundation_height,m,[-75.],
towerse.tower_section_height,m,"[4.5000e+01 2.5000e+00 2.5000e+00 1.0000e-03 4.9990e+00 1.0000e-03
 4.9990e+00 1.0000e-03 4.9990e+00 1.0000e-03 4.9990e+00 1.0000e-03
 4.9990e+00 1.0000e-03 4.9990e+00 1.0000e-03 4.9990e+00 1.0000e-03
 4.9990e+00 1.0000e-02 1.2990e+01 1.0000e-02 1.2990e+01 1.0000e-02
 1.2990e+01 1.0000e-02 1.2990e+01 1.0000e-02 1.2990e+01 1.0000e-02
 1.2990e+01 1.0000e-02 1.2990e+01 1.0000e-02 1.2990e+01 1.0000e-02
 1.2990e+01 1.0000e-02 1.2376e+01]",
towerse.tower_outer_diameter,m,"[10.    10.    10.    10.    10.    10.    10.    10.    10.    10.
 10.    10.    10.    10.    10.    10.    10.    10.    10.    10.
 10.    10.    10.     9.926  9.926  9.443  9.443  8.833  8.833  8.151
  8.151  7.39   7.39   6.909  6.909  6.748  6.748  6.572  6.572  6.5  ]",
towerse.tower_wall_thickness,m,"[0.055341  0.055341  0.055341  0.054395  0.053449  0.052479  0.051509
 0.050518  0.049527  0.048522  0.047517  0.046517  0.045517  0.044522
 0.043527  0.0428845 0.042242  0.04165   0.041058  0.040277  0.039496
 0.037976  0.036456  0.0351175 0.033779  0.0329855 0.032192  0.03145
 0.030708  0.0299045 0.029101  0.028157  0.027213  0.025611  0.024009
 0.0224175 0.020826  0.022412  0.023998 ]",
towerse.props.d,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.          9.97533333  9.95066667  9.926       9.926       9.926
  9.926       9.765       9.604       9.443       9.443       9.443
  9.443       9.23966667  9.03633333  8.833       8.833       8.833
  8.833       8.60566667  8.37833333  8.151       8.151       8.151
  8.151       7.89733333  7.64366667  7.39        7.39        7.39
  7.39        7.22966667  7.06933333  6.909       6.909       6.909
  6.909       6.85533333  6.80166667  6.748       6.748       6.748
  6.748       6.68933333  6.63066667  6.572       6.572       6.572
  6.572       6.548       6.524       6.5       ]",
towerse.props.t,m,"[0.055341  0.055341  0.055341  0.055341  0.055341  0.055341  0.055341
 0.055341  0.055341  0.054395  0.054395  0.054395  0.053449  0.053449
 0.053449  0.052479  0.052479  0.052479  0.051509  0.051509  0.051509
 0.050518  0.050518  0.050518  0.049527  0.049527  0.049527  0.048522
 0.048522  0.048522  0.047517  0.047517  0.047517  0.046517  0.046517
 0.046517  0.045517  0.045517  0.045517  0.044522  0.044522  0.044522
 0.043527  0.043527  0.043527  0.0428845 0.0428845 0.0428845 0.042242
 0.042242  0.042242  0.04165   0.04165   0.04165   0.041058  0.041058
 0.041058  0.040277  0.040277  0.040277  0.039496  0.039496  0.039496
 0.037976  0.037976  0.037976  0.036456  0.036456  0.036456  0.0351175
 0.0351175 0.0351175 0.033779  0.033779  0.033779  0.0329855 0.0329855
 0.0329855 0.032192  0.032192  0.032192  0.03145   0.03145   0.03145
 0.030708  0.030708  0.030708  0.0299045 0.0299045 0.0299045 0.029101
 0.029101  0.029101  0.028157  0.028157  0.028157  0.027213  0.027213
 0.027213  0.025611  0.025611  0.025611  0.024009  0.024009  0.024009
 0.0224175 0.0224175 0.0224175 0.020826  0.020826  0.020826  0.022412
 0.022412  0.022412  0.023998  0.023998  0.023998 ]",
towerse.hub_height,m,[150.],
towerse.z_param,m,"[-7.50000e+01 -3.00000e+01 -2.75000e+01 -2.50000e+01 -2.49990e+01
 -2.00000e+01 -1.99990e+01 -1.50000e+01 -1.49990e+01 -1.00000e+01
 -9.99900e+00 -5.00000e+00 -4.99900e+00  0.00000e+00  1.00000e-03
  5.00000e+00  5.00100e+00  1.00000e+01  1.00010e+01  1.50000e+01
  1.50100e+01  2.80000e+01  2.80100e+01  4.10000e+01  4.10100e+01
  5.40000e+01  5.40100e+01  6.70000e+01  6.70100e+01  8.00000e+01
  8.00100e+01  9.30000e+01  9.30100e+01  1.06000e+02  1.06010e+02
  1.19000e+02  1.19010e+02  1.32000e+02  1.32010e+02  1.44386e+02]",
towerse.z_full,m,"[-7.50000000e+01 -6.00000000e+01 -4.50000000e+01 -3.00000000e+01
 -2.91666667e+01 -2.83333333e+01 -2.75000000e+01 -2.66666667e+01
 -2.58333333e+01 -2.50000000e+01 -2.49996667e+01 -2.49993333e+01
 -2.49990000e+01 -2.33326667e+01 -2.16663333e+01 -2.00000000e+01
 -1.99996667e+01 -1.99993333e+01 -1.99990000e+01 -1.83326667e+01
 -1.66663333e+01 -1.50000000e+01 -1.49996667e+01 -1.49993333e+01
 -1.49990000e+01 -1.33326667e+01 -1.16663333e+01 -1.00000000e+01
 -9.99966667e+00 -9.99933333e+00 -9.99900000e+00 -8.33266667e+00
 -6.66633333e+00 -5.00000000e+00 -4.99966667e+00 -4.99933333e+00
 -4.99900000e+00 -3.33266667e+00 -1.66633333e+00  0.00000000e+00
  3.33333333e-04  6.66666667e-04  1.00000000e-03  1.66733333e+00
  3.33366667e+00  5.00000000e+00  5.00033333e+00  5.00066667e+00
  5.00100000e+00  6.66733333e+00  8.33366667e+00  1.00000000e+01
  1.00003333e+01  1.00006667e+01  1.00010000e+01  1.16673333e+01
  1.33336667e+01  1.50000000e+01  1.50033333e+01  1.50066667e+01
  1.50100000e+01  1.93400000e+01  2.36700000e+01  2.80000000e+01
  2.80033333e+01  2.80066667e+01  2.80100000e+01  3.23400000e+01
  3.66700000e+01  4.10000000e+01  4.10033333e+01  4.10066667e+01
  4.10100000e+01  4.53400000e+01  4.96700000e+01  5.40000000e+01
  5.40033333e+01  5.40066667e+01  5.40100000e+01  5.83400000e+01
  6.26700000e+01  6.70000000e+01  6.70033333e+01  6.70066667e+01
  6.70100000e+01  7.13400000e+01  7.56700000e+01  8.00000000e+01
  8.00033333e+01  8.00066667e+01  8.00100000e+01  8.43400000e+01
  8.86700000e+01  9.30000000e+01  9.30033333e+01  9.30066667e+01
  9.30100000e+01  9.73400000e+01  1.01670000e+02  1.06000000e+02
  1.06003333e+02  1.06006667e+02  1.06010000e+02  1.10340000e+02
  1.14670000e+02  1.19000000e+02  1.19003333e+02  1.19006667e+02
  1.19010000e+02  1.23340000e+02  1.27670000e+02  1.32000000e+02
  1.32003333e+02  1.32006667e+02  1.32010000e+02  1.36135333e+02
  1.40260667e+02  1.44386000e+02]",
towerse.rho,kg/m**3,"[7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800. 7800.
 7800. 7800. 7800.]",
towerse.unit_cost,USD/kg,"[0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7 0.7
 0.7 0.7 0.7]",
towerse.outfitting_factor,,"[1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07
 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07 1.07]",
towerse.E,Pa,"[2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11
 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11 2.e+11]",
towerse.G,Pa,"[7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10
 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10 7.93e+10]",
towerse.sigma_y,Pa,"[3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08
 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08 3.45e+08]",
towerse.Az,m**2,"[1.72896727 1.72896727 1.72896727 1.72896727 1.72896727 1.72896727
 1.72896727 1.72896727 1.72896727 1.69957393 1.69957393 1.69957393
 1.67017497 1.67017497 1.67017497 1.64002432 1.64002432 1.64002432
 1.60986776 1.60986776 1.60986776 1.57905222 1.57905222 1.57905222
 1.54823051 1.54823051 1.54823051 1.51696707 1.51696707 1.51696707
 1.48569729 1.48569729 1.48569729 1.45457678 1.45457678 1.45457678
 1.42344998 1.42344998 1.42344998 1.39247259 1.39247259 1.39247259
 1.36148897 1.36148897 1.36148897 1.34147866 1.34147866 1.34147866
 1.32146575 1.32146575 1.32146575 1.30302355 1.30302355 1.30302355
 1.28457914 1.28457914 1.28457914 1.26024287 1.26024287 1.26024287
 1.23590276 1.23590276 1.23590276 1.18852049 1.18852049 1.18852049
 1.13971118 1.13688611 1.13406104 1.09121043 1.09121043 1.09121043
 1.04121844 1.02413314 1.00704785 0.97513161 0.97513161 0.97513161
 0.9414721  0.92090816 0.90034421 0.86962033 0.86962033 0.86962033
 0.8382093  0.81627799 0.79434668 0.76295871 0.76295871 0.76295871
 0.73093679 0.7077457  0.68455461 0.65121261 0.65121261 0.65121261
 0.62260695 0.60889971 0.59519246 0.55383286 0.55383286 0.55383286
 0.51728682 0.51323893 0.50919104 0.47366027 0.47366027 0.47366027
 0.43821834 0.43437997 0.43054159 0.46115239 0.46115239 0.46115239
 0.49276187 0.49095247 0.48914306]",
towerse.Asx,m**2,"[1.05242302 1.05242302 1.05242302 1.05242302 1.05242302 1.05242302
 1.05242302 1.05242302 1.05242302 1.03448639 1.03448639 1.03448639
 1.01654792 1.01654792 1.01654792 0.99815245 0.99815245 0.99815245
 0.97975505 0.97975505 0.97975505 0.96095737 0.96095737 0.96095737
 0.94215767 0.94215767 0.94215767 0.92309032 0.92309032 0.92309032
 0.90402089 0.90402089 0.90402089 0.88504427 0.88504427 0.88504427
 0.86606559 0.86606559 0.86606559 0.84717976 0.84717976 0.84717976
 0.82829188 0.82829188 0.82829188 0.81609435 0.81609435 0.81609435
 0.80389596 0.80389596 0.80389596 0.79265561 0.79265561 0.79265561
 0.78141453 0.78141453 0.78141453 0.76658354 0.76658354 0.76658354
 0.7517513  0.7517513  0.7517513  0.72288081 0.72288081 0.72288081
 0.69314786 0.69143254 0.68971721 0.66361715 0.66361715 0.66361715
 0.63318409 0.62281022 0.61243635 0.5930121  0.5930121  0.5930121
 0.57253045 0.56004441 0.54755838 0.52886302 0.52886302 0.52886302
 0.50975139 0.49643513 0.48311888 0.46401902 0.46401902 0.46401902
 0.44453535 0.4304542  0.41637306 0.39608217 0.39608217 0.39608217
 0.37866861 0.37034586 0.36202311 0.33683789 0.33683789 0.33683789
 0.31457981 0.31212201 0.30966421 0.28802741 0.28802741 0.28802741
 0.26644893 0.26411833 0.26178773 0.28043264 0.28043264 0.28043264
 0.29968829 0.29858965 0.29749102]",
towerse.Asy,m**2,"[1.05242302 1.05242302 1.05242302 1.05242302 1.05242302 1.05242302
 1.05242302 1.05242302 1.05242302 1.03448639 1.03448639 1.03448639
 1.01654792 1.01654792 1.01654792 0.99815245 0.99815245 0.99815245
 0.97975505 0.97975505 0.97975505 0.96095737 0.96095737 0.96095737
 0.94215767 0.94215767 0.94215767 0.92309032 0.92309032 0.92309032
 0.90402089 0.90402089 0.90402089 0.88504427 0.88504427 0.88504427
 0.86606559 0.86606559 0.86606559 0.84717976 0.84717976 0.84717976
 0.82829188 0.82829188 0.82829188 0.81609435 0.81609435 0.81609435
 0.80389596 0.80389596 0.80389596 0.79265561 0.79265561 0.79265561
 0.78141453 0.78141453 0.78141453 0.76658354 0.76658354 0.76658354
 0.7517513  0.7517513  0.7517513  0.72288081 0.72288081 0.72288081
 0.69314786 0.69143254 0.68971721 0.66361715 0.66361715 0.66361715
 0.63318409 0.62281022 0.61243635 0.5930121  0.5930121  0.5930121
 0.57253045 0.56004441 0.54755838 0.52886302 0.52886302 0.52886302
 0.50975139 0.49643513 0.48311888 0.46401902 0.46401902 0.46401902
 0.44453535 0.4304542  0.41637306 0.39608217 0.39608217 0.39608217
 0.37866861 0.37034586 0.36202311 0.33683789 0.33683789 0.33683789
 0.31457981 0.31212201 0.30966421 0.28802741 0.28802741 0.28802741
 0.26644893 0.26411833 0.26178773 0.28043264 0.28043264 0.28043264
 0.29968829 0.29858965 0.29749102]",
towerse.Jz,m**4,"[42.74841536 42.74841536 42.74841536 42.74841536 42.74841536 42.74841536
 42.74841536 42.74841536 42.74841536 42.02962097 42.02962097 42.02962097
 41.310414   41.310414   41.310414   40.57253216 40.57253216 40.57253216
 39.8342162  39.8342162  39.8342162  39.07946757 39.07946757 39.07946757
 38.32426544 38.32426544 38.32426544 37.55793114 37.55793114 37.55793114
 36.79113007 36.79113007 36.79113007 36.02768044 36.02768044 36.02768044
 35.26376831 35.26376831 35.26376831 34.5032165  34.5032165  34.5032165
 33.74220643 33.74220643 33.74220643 33.25055684 33.25055684 33.25055684
 32.75871605 32.75871605 32.75871605 32.30536426 32.30536426 32.30536426
 31.85185006 31.85185006 31.85185006 31.25329985 31.25329985 31.25329985
 30.65446682 30.65446682 30.65446682 29.48819313 29.48819313 29.48819313
 28.21580768 28.00650854 27.798247   26.68849445 26.68849445 26.68849445
 25.05978775 23.84631474 22.67266156 21.58684471 21.58684471 21.58684471
 20.39726347 19.0896838  17.83921578 16.84199591 16.84199591 16.84199591
 15.81976576 14.61023435 13.46398135 12.57987044 12.57987044 12.57987044
 11.68072107 10.60381855  9.59522775  8.82352802  8.82352802  8.82352802
  8.2553478   7.72202233  7.21217613  6.56038565  6.56038565  6.56038565
  6.0826338   5.9409554   5.80149427  5.35638269  5.35638269  5.35638269
  4.91478337  4.78676571  4.66099061  4.94558335  4.94558335  4.94558335
  5.26268425  5.20492414  5.14758821]",
towerse.Ixx,m**4,"[21.37420768 21.37420768 21.37420768 21.37420768 21.37420768 21.37420768
 21.37420768 21.37420768 21.37420768 21.01481049 21.01481049 21.01481049
 20.655207   20.655207   20.655207   20.28626608 20.28626608 20.28626608
 19.9171081  19.9171081  19.9171081  19.53973378 19.53973378 19.53973378
 19.16213272 19.16213272 19.16213272 18.77896557 18.77896557 18.77896557
 18.39556503 18.39556503 18.39556503 18.01384022 18.01384022 18.01384022
 17.63188415 17.63188415 17.63188415 17.25160825 17.25160825 17.25160825
 16.87110321 16.87110321 16.87110321 16.62527842 16.62527842 16.62527842
 16.37935802 16.37935802 16.37935802 16.15268213 16.15268213 16.15268213
 15.92592503 15.92592503 15.92592503 15.62664992 15.62664992 15.62664992
 15.32723341 15.32723341 15.32723341 14.74409656 14.74409656 14.74409656
 14.10790384 14.00325427 13.8991235  13.34424722 13.34424722 13.34424722
 12.52989388 11.92315737 11.33633078 10.79342235 10.79342235 10.79342235
 10.19863173  9.5448419   8.91960789  8.42099796  8.42099796  8.42099796
  7.90988288  7.30511717  6.73199068  6.28993522  6.28993522  6.28993522
  5.84036054  5.30190927  4.79761388  4.41176401  4.41176401  4.41176401
  4.1276739   3.86101117  3.60608807  3.28019283  3.28019283  3.28019283
  3.0413169   2.9704777   2.90074713  2.67819135  2.67819135  2.67819135
  2.45739169  2.39338285  2.3304953   2.47279167  2.47279167  2.47279167
  2.63134213  2.60246207  2.5737941 ]",
towerse.Iyy,m**4,"[21.37420768 21.37420768 21.37420768 21.37420768 21.37420768 21.37420768
 21.37420768 21.37420768 21.37420768 21.01481049 21.01481049 21.01481049
 20.655207   20.655207   20.655207   20.28626608 20.28626608 20.28626608
 19.9171081  19.9171081  19.9171081  19.53973378 19.53973378 19.53973378
 19.16213272 19.16213272 19.16213272 18.77896557 18.77896557 18.77896557
 18.39556503 18.39556503 18.39556503 18.01384022 18.01384022 18.01384022
 17.63188415 17.63188415 17.63188415 17.25160825 17.25160825 17.25160825
 16.87110321 16.87110321 16.87110321 16.62527842 16.62527842 16.62527842
 16.37935802 16.37935802 16.37935802 16.15268213 16.15268213 16.15268213
 15.92592503 15.92592503 15.92592503 15.62664992 15.62664992 15.62664992
 15.32723341 15.32723341 15.32723341 14.74409656 14.74409656 14.74409656
 14.10790384 14.00325427 13.8991235  13.34424722 13.34424722 13.34424722
 12.52989388 11.92315737 11.33633078 10.79342235 10.79342235 10.79342235
 10.19863173  9.5448419   8.91960789  8.42099796  8.42099796  8.42099796
  7.90988288  7.30511717  6.73199068  6.28993522  6.28993522  6.28993522
  5.84036054  5.30190927  4.79761388  4.41176401  4.41176401  4.41176401
  4.1276739   3.86101117  3.60608807  3.28019283  3.28019283  3.28019283
  3.0413169   2.9704777   2.90074713  2.67819135  2.67819135  2.67819135
  2.45739169  2.39338285  2.3304953   2.47279167  2.47279167  2.47279167
  2.63134213  2.60246207  2.5737941 ]",
towerse.d_full,m,"[10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.         10.         10.         10.         10.         10.
 10.          9.97533333  9.95066667  9.926       9.926       9.926
  9.926       9.765       9.604       9.443       9.443       9.443
  9.443       9.23966667  9.03633333  8.833       8.833       8.833
  8.833       8.60566667  8.37833333  8.151       8.151       8.151
  8.151       7.89733333  7.64366667  7.39        7.39        7.39
  7.39        7.22966667  7.06933333  6.909       6.909       6.909
  6.909       6.85533333  6.80166667  6.748       6.748       6.748
  6.748       6.68933333  6.63066667  6.572       6.572       6.572
  6.572       6.548       6.524       6.5       ]",
