variables,units,values,description
towerse.wind.distLoads.waveLoads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_qdyn,N/m**2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_z,m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.wind.distLoads.waveLoads_beta,deg,[0.],
towerse.yaw,deg,[0.],
towerse.transition_piece_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.gravity_foundation_I,kg*m**2,[0. 0. 0. 0. 0. 0.],
towerse.suctionpile_depth,m,[0.],
towerse.pre.rna_F,N,[ 2030350.00715232    53342.96657114 -2473408.17650987],
towerse.pre.rna_M,N*m,[15991687.57813522  6184400.46404248  1125690.37543176],
towerse.pre.z_soil,N/m,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.pre.k_soil,N/m,"[[0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0.]]",
towerse.tower.z,m,"[  0.           4.56666667   9.13333333  13.7         18.26666667
  22.83333333  27.4         31.96666667  36.53333333  41.1
  45.66666667  50.23333333  54.8         59.36666667  63.93333333
  68.5         73.06666667  77.63333333  82.2         86.76666667
  91.33333333  95.9        100.46666667 105.03333333 109.6
 114.16666667 118.73333333 123.3        127.86666667 132.43333333
 137.        ]",
towerse.tower.E,N/m**2,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.tower.G,N/m**2,"[6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10]",
towerse.tower.rho,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.tower.d,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         6.         6.         6.         6.         6.
 6.         5.96359738 5.92719475 5.89079213 5.77063673 5.65048132
 5.53032592]",
towerse.tower.t,m,"[0.06190994 0.06190994 0.06190994 0.05532001 0.05532001 0.05532001
 0.04902645 0.04902645 0.04902645 0.04351143 0.04351143 0.04351143
 0.03838378 0.03838378 0.03838378 0.03328114 0.03328114 0.03328114
 0.0282451  0.0282451  0.0282451  0.02352226 0.02352226 0.02352226
 0.01966602 0.01966602 0.01966602 0.01803766 0.01803766 0.01803766]",
towerse.tower.kidx,,[0.],
towerse.tower.kx,N/m,[1.e+30],
towerse.tower.ky,N/m,[1.e+30],
towerse.tower.kz,N/m,[1.e+30],
towerse.tower.ktx,N/m,[1.e+30],
towerse.tower.kty,N/m,[1.e+30],
towerse.tower.ktz,N/m,[1.e+30],
towerse.tower.midx,,[0. 0.],
towerse.tower.m,kg,[0. 0.],
towerse.tower.mIxx,kg*m**2,[0. 0.],
towerse.tower.mIyy,kg*m**2,[0. 0.],
towerse.tower.mIzz,kg*m**2,[0. 0.],
towerse.tower.mIxy,kg*m**2,[0. 0.],
towerse.tower.mIxz,kg*m**2,[0. 0.],
towerse.tower.mIyz,kg*m**2,[0. 0.],
towerse.tower.mrhox,m,[0. 0.],
towerse.tower.mrhoy,m,[0. 0.],
towerse.tower.mrhoz,m,[0. 0.],
towerse.tower.plidx,,[30.],
towerse.tower.Fx,N,[2030350.00715232],
towerse.tower.Fy,N,[53342.96657114],
towerse.tower.Fz,N,[-2473408.17650987],
towerse.tower.Mxx,N*m,[15991687.57813522],
towerse.tower.Myy,N*m,[6184400.46404248],
towerse.tower.Mzz,N*m,[1125690.37543176],
towerse.tower.Px,N/m,"[  0.         229.34091726 313.31250509 373.0078436  421.13478582
 462.06028097 498.0278956  530.34145919 559.82964074 587.05583161
 612.42256286 636.22862439 658.70262452 680.02384117 700.33577375
 719.75528416 738.3789573  756.28764593 773.54979307 790.22390976
 806.3604554  822.00328715 837.19079272 851.95678672 866.33122807
 875.18739981 883.54580878 891.43263686 886.45512113 880.67613001
 874.11931874]",
towerse.tower.Py,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.tower.Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]",
towerse.E_full,N/m**2,"[2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11 2.1e+11
 2.1e+11 2.1e+11 2.1e+11]",
towerse.G_full,Pa,"[6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10
 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10 6.5625e+10]",
towerse.rho_full,kg/m**3,"[8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500. 8500.
 8500. 8500. 8500. 8500. 8500. 8500.]",
towerse.sigma_y_full,N/m**2,"[4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08 4.5e+08
 4.5e+08 4.5e+08 4.5e+08]",
towerse.post.tower_Fz,N,"[-9938172.66418998 -9498548.26569135 -9058923.86719272 -8665658.83853172
 -8272393.80987072 -7879128.78120971 -7530235.10147271 -7181341.42173571
 -6832447.74199874 -6522514.41347082 -6212581.08494293 -5902647.75641504
 -5629003.50104162 -5355359.24566819 -5081714.99029479 -4844245.18478615
 -4606775.37927753 -4369305.5737689  -4167599.19676365 -3965892.81975841
 -3764186.44275318 -3596074.35454556 -3427962.2663379  -3259850.17813029
 -3119635.75210005 -2980277.41466479 -2841775.17675767 -2716394.39729912
 -2593605.4008609  -2473408.17650986]",
towerse.post.tower_Vx,N,"[2121667.32720864 2120702.89678458 2119401.24229514 2117758.49098724
 2115988.28933105 2114033.24724408 2111749.19841377 2109478.0779405
 2107068.14948346 2104313.50850066 2101652.21999574 2098875.93901506
 2095724.79131464 2092734.53917638 2089644.26705368 2086130.91916204
 2082851.57087226 2079482.65995912 2075645.61935875 2072105.66483385
 2068483.9536631  2064373.95936666 2060595.0138735  2056740.4118571
 2052447.9101247  2048471.46262425 2044449.00640015 2040233.43043839
 2036185.74804864 2032156.78762788]",
towerse.post.tower_Vy,N,"[53338.80653566 53329.82710451 53320.62161114 53314.07790673
 53304.44600586 53294.59327346 53290.58124043 53280.31244804
 53269.82759866 53267.92530312 53257.03197609 53245.92688982
 53246.66884742 53235.16304233 53223.44933253 53228.15246802
 53216.04620507 53203.73555785 53213.17200698 53200.47623319
 53187.57943879 53201.49515166 53188.21942962 53174.74611202
 53190.12412663 53177.0817222  53163.75448591 53166.57125198
 53154.78069127 53142.44097761]",
towerse.post.tower_Mxx,N*m,"[ 9561809.32479199  9802696.01655637 10041886.14890365 10279407.89597054
 10515255.03949952 10749561.08799369 10982355.67527477 11213604.47542827
 11443454.43987153 11671944.9492912  11899027.03822492 12124860.91581798
 12349488.80504625 12572834.54228754 12795071.13120392 13016230.51701942
 13236182.97367355 13455113.42148988 13673033.96277718 13889744.14757395
 14105439.77869092 14320107.89728071 14533474.44651315 14745745.12211481
 14956889.9744764  15166573.43267362 15374952.49697065 15582036.8979353
 15787613.42617911 15991694.02672231]",
towerse.post.tower_Myy,N*m,"[2.92444092e+08 2.82670745e+08 2.72855348e+08 2.63002798e+08
 2.53117275e+08 2.43205923e+08 2.33272719e+08 2.23320438e+08
 2.13355431e+08 2.03381342e+08 1.93400159e+08 1.83417552e+08
 1.73436757e+08 1.63458926e+08 1.53489096e+08 1.43529976e+08
 1.33581711e+08 1.23648752e+08 1.13733324e+08 1.03834697e+08
 9.39567878e+07 8.41014744e+07 7.42675467e+07 6.44584347e+07
 5.46758991e+07 4.49187755e+07 3.51896926e+07 2.54905298e+07
 1.58215521e+07 6.18440490e+06]",
towerse.post.tower_Mzz,N*m,"[1125844.53028515 1125837.99911849 1125831.46802762 1125840.80169584
 1125834.27057229 1125827.73952451 1125837.84972863 1125831.3186395
 1125824.78762615 1125834.33413719 1125827.80308866 1125821.2721159
 1125831.23592227 1125824.70491021 1125818.17397391 1125830.11846926
 1125823.58746959 1125817.05654569 1125831.83154284 1125825.30052341
 1125818.76957976 1125836.5941397  1125830.06306507 1125823.5320662
 1125842.1985325  1125836.56004974 1125830.8923074  1125838.38513598
 1125834.84070877 1125831.28424475]",
towerse.post.qdyn,N/m**2,"[  0.          57.37405152  75.70551486  89.03566791  99.89402575
 109.22033916 117.48326815 124.95531541 131.81095721 138.16960717
 144.11710154 149.71750915 155.02010171 160.06370305 164.87952718
 169.49309991 173.92560076 178.19482509 182.31588969 186.30176075
 190.16365556 193.91135316 197.55343771 201.09749163 204.55025054
 207.91772884 211.2053224  214.41789334 217.55984044 220.63515811
 223.64748616]",
towerse.life,,[0.],
tcons.rated_Omega,rpm,[7.89380865],rotor rotation speed at rated
tcons.tower_freq,Hz,[0.46293251],
tcons.blade_number,Unavailable,3,
tcons.tip_deflection,m,[13.65609222],
tcons.Rtip,m,[102.82618259],
tcons.ref_axis_blade,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00]
 [ 1.45896086e-02  0.00000000e+00  3.44228216e+00]
 [ 5.22230768e-02  0.00000000e+00  6.88456432e+00]
 [ 1.08141891e-01  0.00000000e+00  1.03268465e+01]
 [ 1.74250500e-01  0.00000000e+00  1.37691286e+01]
 [ 2.41136773e-01  0.00000000e+00  1.72114108e+01]
 [ 3.00085581e-01  0.00000000e+00  2.06536929e+01]
 [ 3.42651213e-01  0.00000000e+00  2.40959751e+01]
 [ 3.59821072e-01  0.00000000e+00  2.75382573e+01]
 [ 3.47586472e-01  0.00000000e+00  3.09805394e+01]
 [ 3.14508104e-01  0.00000000e+00  3.44228216e+01]
 [ 2.66858145e-01  0.00000000e+00  3.78651037e+01]
 [ 2.10870490e-01  0.00000000e+00  4.13073859e+01]
 [ 1.40477297e-01  0.00000000e+00  4.47496681e+01]
 [ 3.80470534e-02  0.00000000e+00  4.81919502e+01]
 [-9.07529186e-02  0.00000000e+00  5.16342324e+01]
 [-2.35123811e-01  0.00000000e+00  5.50765145e+01]
 [-3.94137332e-01  0.00000000e+00  5.85187967e+01]
 [-5.85777112e-01  0.00000000e+00  6.19610788e+01]
 [-8.05291806e-01  0.00000000e+00  6.54033610e+01]
 [-1.04252594e+00  0.00000000e+00  6.88456432e+01]
 [-1.29121723e+00  0.00000000e+00  7.22879253e+01]
 [-1.56372970e+00  0.00000000e+00  7.57302075e+01]
 [-1.85903588e+00  0.00000000e+00  7.91724896e+01]
 [-2.17067421e+00  0.00000000e+00  8.26147718e+01]
 [-2.49837779e+00  0.00000000e+00  8.60570540e+01]
 [-2.84335536e+00  0.00000000e+00  8.94993361e+01]
 [-3.20952152e+00  0.00000000e+00  9.29416183e+01]
 [-3.59684443e+00  0.00000000e+00  9.63839004e+01]
 [-4.00000000e+00  0.00000000e+00  9.98261826e+01]]",
tcons.precone,deg,[2.],
tcons.tilt,deg,[4.],
tcons.overhang,m,[7.],
tcons.ref_axis_tower,m,"[[  0.    0.    0. ]
 [  0.    0.   13.7]
 [  0.    0.   27.4]
 [  0.    0.   41.1]
 [  0.    0.   54.8]
 [  0.    0.   68.5]
 [  0.    0.   82.2]
 [  0.    0.   95.9]
 [  0.    0.  109.6]
 [  0.    0.  123.3]
 [  0.    0.  137. ]]",
tcons.d_full,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",
tcons.max_allowable_td_ratio,,[1.4175],
tcons.rotor_orientation,Unavailable,upwind,
tcc.blade_mass,kg,[51350.21805817],
tcc.blade_mass_cost_coeff,USD/kg,[14.6],
tcc.blade_cost_external,USD,[437440.41086303],
tcc.hub_mass,kg,[7265.66296624],
tcc.hub_mass_cost_coeff,USD/kg,[3.9],
tcc.pitch_system_mass,kg,[24191.0869661],
tcc.pitch_system_mass_cost_coeff,USD/kg,[22.1],
tcc.spinner_mass,kg,[2961.45912634],
tcc.spinner_mass_cost_coeff,USD/kg,[11.1],
tcc.hub_cost,USD,[28336.08556834],
tcc.pitch_system_cost,USD,[534623.02195072],
tcc.spinner_cost,USD,[32872.19630232],
tcc.hub_assemblyCostMultiplier,,[0.],
tcc.hub_overheadCostMultiplier,,[0.],
tcc.hub_profitMultiplier,,[0.],
tcc.hub_transportMultiplier,,[0.],
tcc.blade_cost,USD,[437440.41086303],
tcc.hub_system_cost,USD,[595831.30382137],
tcc.hub_system_mass_tcc,kg,[34418.20905867],
tcc.blade_number,Unavailable,3,
tcc.lss_mass,kg,[6890.02539724],
tcc.lss_mass_cost_coeff,USD/kg,[11.9],
tcc.main_bearing_mass,kg,[1415.08884437],
tcc.bearing_mass_cost_coeff,USD/kg,[4.5],
tcc.gearbox_mass,kg,[79189.66376327],
tcc.gearbox_mass_cost_coeff,USD/kg,[12.9],
tcc.hss_mass,kg,[830.58683213],
tcc.hss_mass_cost_coeff,USD/kg,[6.8],
tcc.brake_mass,kg,[8176.50722984],
tcc.brake_mass_cost_coeff,USD/kg,[3.6254],
tcc.generator_mass,kg,[19195.74437204],
tcc.generator_mass_cost_coeff,USD/kg,[12.4],
tcc.generator_cost_external,USD,[0.],
tcc.bedplate_mass,kg,[30830.43254124],
tcc.bedplate_mass_cost_coeff,USD/kg,[2.9],
tcc.yaw_mass,kg,[19104.31812418],
tcc.yaw_mass_cost_coeff,USD/kg,[8.3],
tcc.hvac_mass,kg,[2912.25638988],
tcc.hvac_mass_cost_coeff,USD/kg,[124.],
tcc.machine_rating,kW,[5000.],
tcc.controls_machine_rating_cost_coeff,USD/kW,[21.15],
tcc.converter_mass,kg,[4196.35],
tcc.converter_mass_cost_coeff,USD/kg,[18.8],
tcc.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
tcc.cover_mass,kg,[6846.61764641],
tcc.cover_mass_cost_coeff,USD/kg,[5.7],
tcc.platforms_mass,kg,[41594.92650274],
tcc.platforms_mass_cost_coeff,USD/kg,[17.1],
tcc.crane_cost,USD,[12000.],
tcc.crane,Unavailable,False,
tcc.transformer_mass,kg,[11485.],
tcc.transformer_mass_cost_coeff,USD/kg,[18.8],
tcc.lss_cost,USD,[81991.3022272],
tcc.main_bearing_cost,USD,[6367.89979965],
tcc.gearbox_cost,USD,[1021546.66254615],
tcc.hss_cost,USD,[5647.99045846],
tcc.brake_cost,USD,[29643.10931106],
tcc.generator_cost,USD,[238027.23021334],
tcc.bedplate_cost,USD,[89408.25436961],
tcc.yaw_system_cost,USD,[158565.84043069],
tcc.converter_cost,USD,[78891.38],
tcc.hvac_cost,USD,[361119.79234484],
tcc.cover_cost,USD,[39025.72058456],
tcc.elec_cost,USD,[209250.],
tcc.controls_cost,USD,[105750.],
tcc.platforms_cost,USD,[711273.24319679],
tcc.transformer_cost,USD,[215918.],
tcc.nacelle_assemblyCostMultiplier,,[0.],
tcc.nacelle_overheadCostMultiplier,,[0.],
tcc.nacelle_profitMultiplier,,[0.],
tcc.nacelle_transportMultiplier,,[0.],
tcc.main_bearing_number,Unavailable,2,
tcc.tower_mass,kg,[862473.15944534],
tcc.tower_mass_cost_coeff,USD/kg,[2.9],
tcc.tower_cost_external,USD,[1462859.54936728],
tcc.tower_parts_cost,USD,[1462859.54936728],
tcc.tower_assemblyCostMultiplier,,[0.],
tcc.tower_overheadCostMultiplier,,[0.],
tcc.tower_profitMultiplier,,[0.],
tcc.tower_transportMultiplier,,[0.],
tcc.rotor_cost,USD,[1908152.53641047],
tcc.rotor_mass_tcc,kg,[188468.86323318],
tcc.nacelle_cost,USD,[3358794.32528199],
tcc.nacelle_mass_tcc,kg,[234082.6064877],
tcc.tower_cost,USD,[1462859.54936728],
tcc.turbine_assemblyCostMultiplier,,[0.],
tcc.turbine_overheadCostMultiplier,,[0.],
tcc.turbine_profitMultiplier,,[0.],
tcc.turbine_transportMultiplier,,[0.],
tcc.turbine_cost,USD,[6729806.41105974],
tcc.turbine_cost_kW,USD/kW,[1345.96128221],
tcc.turbine_mass_tcc,kg,[1285024.62916623],
landbosse.blade_drag_coefficient,,[-1.],
landbosse.blade_lever_arm,m,[-1.],
landbosse.blade_install_cycle_time,h,[-1.],
landbosse.blade_offload_hook_height,m,[-1.],
landbosse.blade_offload_cycle_time,h,[-1.],
landbosse.blade_drag_multiplier,,[-1.],
landbosse.foundation_height,m,[0.],
landbosse.tower_section_length_m,m,[30.],
landbosse.nacelle_mass,kg,[234082.6064877],
landbosse.tower_mass,kg,[862473.15944534],
landbosse.blade_mass,kg,[51350.21805817],The mass of one rotor blade.
landbosse.hub_mass,kg,[34418.20905867],Mass of the rotor hub
landbosse.crane_breakdown_fraction,,[0.],0 means the crane is never broken down. 1 means it is broken down every turbine.
landbosse.construct_duration,,[9.],Total project construction time (months)
landbosse.hub_height_meters,m,[140.],Hub height m
landbosse.rotor_diameter_m,m,[206.],Rotor diameter m
landbosse.wind_shear_exponent,,[0.2],Wind shear exponent
landbosse.turbine_rating_MW,MW,[5.],Turbine rating MW
landbosse.fuel_cost_usd_per_gal,,[1.5],Fuel cost USD/gal
landbosse.breakpoint_between_base_and_topping_percent,,[0.8],Breakpoint between base and topping (percent)
landbosse.turbine_spacing_rotor_diameters,,[7.],Turbine spacing (times rotor diameter)
landbosse.depth,m,[2.36],Foundation depth m
landbosse.rated_thrust_N,N,[809008.02198372],Rated Thrust (N)
landbosse.bearing_pressure_n_m2,,[191521.],Bearing Pressure (n/m2)
landbosse.gust_velocity_m_per_s,m/s,[59.5],50-year Gust Velocity (m/s)
landbosse.road_length_adder_m,m,[5000.],Road length adder (m)
landbosse.fraction_new_roads,,[0.33],Percent of roads that will be constructed (0.0 - 1.0)
landbosse.road_quality,,[0.6],Road Quality (0-1)
landbosse.line_frequency_hz,Hz,[60.],Line Frequency (Hz)
landbosse.row_spacing_rotor_diameters,,[7.],Row spacing (times rotor diameter)
landbosse.trench_len_to_substation_km,km,[50.],Combined Homerun Trench Length to Substation (km)
landbosse.distance_to_interconnect_mi,mi,[4.97096954],Distance to interconnect (miles)
landbosse.interconnect_voltage_kV,kV,[130.],Interconnect Voltage (kV)
landbosse.critical_speed_non_erection_wind_delays_m_per_s,m/s,[15.],Non-Erection Wind Delay Critical Speed (m/s)
landbosse.critical_height_non_erection_wind_delays_m,m,[10.],Non-Erection Wind Delay Critical Height (m)
landbosse.road_width_ft,ft,[20.],Road width (ft)
landbosse.road_thickness,,[8.],Road thickness (in)
landbosse.crane_width,m,[12.2],Crane width (m)
landbosse.overtime_multiplier,,[1.4],Overtime multiplier
landbosse.markup_contingency,,[0.03],Markup contingency
landbosse.markup_warranty_management,,[0.0002],Markup warranty management
landbosse.markup_sales_and_use_tax,,[0.],Markup sales and use tax
landbosse.markup_overhead,,[0.05],Markup overhead
landbosse.markup_profit_margin,,[0.05],Markup profit margin
landbosse.Mass tonne,t,[1.],
landbosse.development_labor_cost_usd,USD,[1000000.],The cost of labor in the development phase
landbosse.labor_cost_multiplier,,[1.],Labor cost multiplier
landbosse.commissioning_pct,,[0.01],
landbosse.decommissioning_pct,,[0.15],
landbosse.road_distributed_winnd,Unavailable,False,
landbosse.num_turbines,Unavailable,120,Number of turbines in project
landbosse.number_of_blades,Unavailable,3,Number of blades on the rotor
landbosse.user_defined_home_run_trench,Unavailable,0,Flag for user-defined home run trench length (0 = no; 1 = yes)
landbosse.allow_same_flag,Unavailable,False,Allow same crane for base and topping (True or False)
landbosse.hour_day,Unavailable,"{'long': 24, 'normal': 10}","Dictionary of normal and long hours for construction in a day in the form of {'long': 24, 'normal': 10}"
landbosse.time_construct,Unavailable,normal,One of the keys in the hour_day dictionary to specify how many hours per day construction happens.
landbosse.user_defined_distance_to_grid_connection,Unavailable,False,Flag for user-defined home run trench length (True or False)
landbosse.rate_of_deliveries,Unavailable,10,Rate of deliveries (turbines per week)
landbosse.new_switchyard,Unavailable,True,New Switchyard (True or False)
landbosse.num_hwy_permits,Unavailable,10,Number of highway permits
landbosse.num_access_roads,Unavailable,2,Number of access roads
landbosse.site_facility_building_area_df,Unavailable,"   Size Min (MW)  Size Max (MW)  Building area (sq. ft.)
0              0            200                     3000
1            200            500                     5000
2            500            800                     7000
3            800           1000                     9000
4           1000           5000                    12000",site_facility_building_area DataFrame
landbosse.components,Unavailable,"           Component  Mass tonne  ...  Multplier drag rotor  Multiplier tower drag
0  Nacelle GE 1.5SLE        50.0  ...              1.000000                      0
1                Hub        15.4  ...              0.000000                      0
2            Blade 1         5.2  ...              0.666667                      0
3            Blade 2         5.2  ...              0.666667                      0
4            Blade 3         5.2  ...              0.666667                      0
5    Tower section 1        59.8  ...              0.000000                      1
6    Tower section 2        39.3  ...              0.000000                      1
7    Tower section 3        30.9  ...              0.000000                      1

[8 rows x 13 columns]","Dataframe of components for tower, blade, nacelle"
landbosse.crane_specs,Unavailable,"   Equipment name    Crane name  ... Hook Height m  Mobilization cost USD
0   Offload crane         LB 75  ...          12.5                 8040.0
1   Offload crane   Big LB 2580  ...          48.0               406100.0
2   Offload crane        LB 258  ...          48.0                40610.0
3   Crawler crane          M999  ...          57.0                68709.0
4   Crawler crane        LR1500  ...          94.0               184398.0
5   Crawler crane        LR1500  ...         100.0               184398.0
6   Crawler crane        LR1500  ...         106.0               184398.0
7   Crawler crane        LR1500  ...         112.0               184398.0
8   Crawler crane        LR1500  ...          94.0               184398.0
9   Crawler crane        LR1500  ...         100.0               184398.0
10  Crawler crane        LR1500  ...         112.0               184398.0
11  Crawler crane        LR1500  ...         130.0               184398.0
12  Crawler crane        LR1500  ...         142.0               184398.0
13  Crawler crane      LR1600/2  ...          93.0               249177.0
14  Crawler crane      LR1600/2  ...         114.0               249177.0
15  Crawler crane      LR1600/2  ...         117.0               249177.0
16  Crawler crane      LR1600/2  ...         135.0               249177.0
17  Crawler crane      LR1600/2  ...         147.0               249177.0
18  Crawler crane      LR1600/2  ...         152.0               249177.0
19  Crawler crane      LR1600/2  ...         164.0               249177.0
20  Crawler crane      LR1750/2  ...         101.0               360193.0
21  Crawler crane      LR1500/2  ...         109.0               360193.0
22  Crawler crane      LR1750/2  ...         136.0               360193.0
23  Crawler crane      LR1750/2  ...         147.0               360193.0
24  Crawler crane      LR1500/2  ...         152.0               360193.0
25  Crawler crane      LR1750/2  ...         154.0               360193.0
26  Crawler crane      LR1750/2  ...         165.0               360193.0
27  Crawler crane       LR11000  ...         114.0               579224.0
28  Crawler crane       LR11000  ...         120.0               579224.0
29  Crawler crane       LR11000  ...         132.0               579224.0
30  Crawler crane       LR11000  ...         136.0               579224.0
31  Crawler crane       LR11000  ...         147.0               579224.0
32  Crawler crane       LR11000  ...         152.0               579224.0
33  Crawler crane       LR11000  ...         174.0               579224.0
34  Crawler crane       LR11000  ...         192.0               579224.0
35  Crawler crane       LR11000  ...         198.0               579224.0
36  Crawler crane       LR11000  ...         147.0               579224.0
37  Crawler crane       LR11000  ...         174.0               579224.0
38  Crawler crane  Big LR110000  ...         300.0               810913.6

[39 rows x 16 columns]",Dataframe of specifications of cranes
landbosse.weather_window,Unavailable,"                      Date UTC  Temp C  Pressure atm  ...  Hour  Time window  Season
0    2012-01-01 12:00:00+00:00   2.444      0.952053  ...     5         long  winter
1    2012-01-01 13:00:00+00:00   1.655      0.952275  ...     6         long  winter
2    2012-01-01 14:00:00+00:00   2.512      0.952485  ...     7         long  winter
3    2012-01-01 15:00:00+00:00   2.589      0.953325  ...     8       normal  winter
4    2012-01-01 16:00:00+00:00   1.534      0.954406  ...     9       normal  winter
...                        ...     ...           ...  ...   ...          ...     ...
8779 2013-01-01 07:00:00+00:00  -8.496      0.970703  ...     0         long  winter
8780 2013-01-01 08:00:00+00:00  -8.584      0.970879  ...     1         long  winter
8781 2013-01-01 09:00:00+00:00  -9.121      0.970915  ...     2         long  winter
8782 2013-01-01 10:00:00+00:00  -9.941      0.970998  ...     3         long  winter
8783 2013-01-01 11:00:00+00:00 -10.568      0.971338  ...     4         long  winter

[8784 rows x 11 columns]",Dataframe of wind toolkit data
landbosse.crew,Unavailable,"   Crew type ID   Operation  ...         Labor type ID Number of workers
0            M0  Management  ...       Project manager                 1
1            M0  Management  ...          Site manager                 1
2            M0  Management  ...  Construction manager                 1
3            M0  Management  ...      Project engineer                 1
4            M0  Management  ...  Safety or qc manager                 1
..          ...         ...  ...                   ...               ...
74           C4        Base  ...        Rigger foreman                 1
75           C0        Base  ...        Crane operator                 2
76           C0        Base  ...                 Oiler                 2
77           C0        Base  ...           Iron worker                 3
78           C0        Base  ...        Rigger foreman                 1

[79 rows x 5 columns]",Dataframe of crew configurations
